epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,563.94,1.82112,2.21999,1.75139,0.25316,0.30946,0.25073,0.10379,0.29151,10.1964,0.28668,0.008317,0.008317,0.008317
19,591.124,1.81509,2.21308,1.73365,0.25688,0.38611,0.22315,0.08836,0.2846,17.4417,0.28031,0.008218,0.008218,0.008218
20,622.698,1.76948,2.10829,1.7216,0.29938,0.36988,0.27113,0.12341,0.27538,5.10175,0.27156,0.008119,0.008119,0.008119
21,649.393,1.76343,2.1116,1.69231,0.32102,0.26477,0.24319,0.11193,0.27699,1.24918,0.28015,0.00802,0.00802,0.00802
22,679.61,1.76157,2.1116,1.69564,0.24823,0.2969,0.2341,0.09743,0.28347,7.06856,0.28016,0.007921,0.007921,0.007921
23,708.115,1.76207,2.04079,1.69586,0.28521,0.31115,0.24069,0.11359,0.27985,1.4154,0.28182,0.007822,0.007822,0.007822
24,736.731,1.74281,2.01725,1.6706,0.26831,0.33144,0.26698,0.11437,0.28098,5.97594,0.27408,0.007723,0.007723,0.007723
25,766.957,1.72323,1.9809,1.67879,0.29795,0.30143,0.27117,0.11562,0.27913,6.53452,0.27663,0.007624,0.007624,0.007624
26,794.207,1.69756,1.9357,1.65598,0.33273,0.2887,0.27913,0.12956,0.26617,3.11118,0.26609,0.007525,0.007525,0.007525
27,826.322,1.7151,1.94134,1.64765,0.27133,0.41407,0.28477,0.12674,0.28429,7.54594,0.26931,0.007426,0.007426,0.007426
28,854.311,1.69665,1.93142,1.63446,0.28154,0.35818,0.26224,0.11574,0.27663,6.76117,0.26426,0.007327,0.007327,0.007327
29,888.715,1.65527,1.86186,1.61861,0.25126,0.31491,0.26102,0.11198,0.2805,5.65488,0.27303,0.007228,0.007228,0.007228
30,914.62,1.67934,1.87156,1.63202,0.3078,0.31325,0.26605,0.10991,0.28691,13.2329,0.28607,0.007129,0.007129,0.007129
31,946.985,1.66295,1.85298,1.64169,0.30618,0.34315,0.26852,0.11305,0.28031,4.49369,0.27687,0.00703,0.00703,0.00703
32,973.325,1.64972,1.80845,1.60594,0.27474,0.37447,0.28061,0.12513,0.27969,5.40526,0.27888,0.006931,0.006931,0.006931
33,1005.16,1.62802,1.73858,1.58406,0.2412,0.4063,0.27537,0.12757,0.27641,9.2839,0.26908,0.006832,0.006832,0.006832
34,1032.69,1.62442,1.729,1.59932,0.41013,0.32539,0.31098,0.14721,0.26985,4.40534,0.26911,0.006733,0.006733,0.006733
35,1062.1,1.61429,1.67455,1.59553,0.36138,0.28051,0.28462,0.13135,0.27203,6.76034,0.27088,0.006634,0.006634,0.006634
36,1090.77,1.61035,1.67838,1.5769,0.32074,0.42686,0.34094,0.15177,0.28156,2.16521,0.27764,0.006535,0.006535,0.006535
37,1119.73,1.58881,1.64772,1.58132,0.3055,0.36208,0.28824,0.12488,0.28516,10.1877,0.28659,0.006436,0.006436,0.006436
38,1149.51,1.5634,1.65865,1.55443,0.33595,0.33722,0.31619,0.14618,0.27358,2.93511,0.27092,0.006337,0.006337,0.006337
39,1176.12,1.59014,1.6508,1.55698,0.33108,0.36181,0.29514,0.13788,0.27413,3.16656,0.26619,0.006238,0.006238,0.006238
40,1208.23,1.5432,1.56439,1.5307,0.4013,0.34554,0.32018,0.15192,0.26805,4.59923,0.26214,0.006139,0.006139,0.006139
41,1235.67,1.54968,1.62477,1.51882,0.34835,0.30873,0.29591,0.13949,0.26765,13.9805,0.26393,0.00604,0.00604,0.00604
42,1267.85,1.53398,1.53757,1.52814,0.33179,0.35362,0.31852,0.14389,0.27903,6.9284,0.27315,0.005941,0.005941,0.005941
43,1293.58,1.50989,1.56111,1.52004,0.38526,0.37444,0.32849,0.1444,0.27677,3.87489,0.27021,0.005842,0.005842,0.005842
44,1327.3,1.51375,1.49235,1.51208,0.36839,0.39004,0.34678,0.16404,0.27523,3.57128,0.27087,0.005743,0.005743,0.005743
45,1352.97,1.50874,1.50419,1.50436,0.40556,0.32648,0.32546,0.14899,0.2801,5.69084,0.27349,0.005644,0.005644,0.005644
46,1384.52,1.48152,1.42977,1.48475,0.38862,0.37351,0.33127,0.15705,0.27036,2.4402,0.27294,0.005545,0.005545,0.005545
47,1410.83,1.507,1.45616,1.50486,0.372,0.3715,0.32257,0.14256,0.27929,4.74162,0.2754,0.005446,0.005446,0.005446
48,1442.56,1.4764,1.42319,1.48877,0.36343,0.36571,0.33488,0.15387,0.27447,3.97969,0.27072,0.005347,0.005347,0.005347
49,1471.04,1.46751,1.39698,1.47385,0.33302,0.36558,0.32277,0.15127,0.2824,4.3457,0.27404,0.005248,0.005248,0.005248
50,1500.03,1.43348,1.40681,1.45724,0.34147,0.38815,0.33025,0.15353,0.27441,3.07177,0.27313,0.005149,0.005149,0.005149
51,1529.53,1.43137,1.34278,1.44213,0.43823,0.31835,0.34158,0.16775,0.27075,3.19094,0.26723,0.00505,0.00505,0.00505
52,1557.2,1.43091,1.37873,1.44994,0.40979,0.34515,0.33066,0.15829,0.26766,5.49696,0.26585,0.004951,0.004951,0.004951
53,1587.23,1.40108,1.32519,1.42672,0.33042,0.36343,0.32501,0.15577,0.27398,3.45503,0.26787,0.004852,0.004852,0.004852
54,1614.24,1.39817,1.28811,1.42104,0.38232,0.34542,0.31745,0.14805,0.27039,4.94949,0.26568,0.004753,0.004753,0.004753
55,1645.59,1.38684,1.2634,1.41163,0.3723,0.37593,0.34116,0.16307,0.27445,2.81462,0.26718,0.004654,0.004654,0.004654
56,1671.17,1.38158,1.26275,1.41978,0.32017,0.4141,0.3527,0.16607,0.27518,2.50063,0.27064,0.004555,0.004555,0.004555
57,1703.92,1.36899,1.23705,1.39113,0.41292,0.35348,0.3514,0.16564,0.2723,4.40975,0.26815,0.004456,0.004456,0.004456
58,1729.81,1.36693,1.21083,1.40369,0.31887,0.4489,0.34412,0.16197,0.27788,4.25646,0.27077,0.004357,0.004357,0.004357
59,1763.09,1.35734,1.24022,1.40024,0.33215,0.42646,0.35483,0.16548,0.27733,2.92283,0.27566,0.004258,0.004258,0.004258
60,1788.61,1.35614,1.23887,1.39201,0.34972,0.38574,0.34832,0.15944,0.27475,3.08235,0.27271,0.004159,0.004159,0.004159
61,1819.79,1.30858,1.13759,1.36502,0.37124,0.37722,0.36271,0.16509,0.28618,3.22999,0.28032,0.00406,0.00406,0.00406
62,1846.84,1.31741,1.16523,1.3663,0.35498,0.41625,0.35419,0.16024,0.28509,4.07736,0.27862,0.003961,0.003961,0.003961
63,1876.94,1.29868,1.10852,1.35278,0.33849,0.43869,0.35759,0.16548,0.27667,3.57207,0.27377,0.003862,0.003862,0.003862
64,1905.23,1.30077,1.1446,1.35622,0.36832,0.36143,0.36134,0.1709,0.27475,3.42196,0.27171,0.003763,0.003763,0.003763
65,1932.54,1.27779,1.09792,1.34763,0.35394,0.35971,0.34007,0.16249,0.27864,2.60608,0.27735,0.003664,0.003664,0.003664
66,1963.37,1.2636,1.10565,1.34279,0.35442,0.36935,0.35308,0.1731,0.2767,3.44091,0.27456,0.003565,0.003565,0.003565
67,1988.72,1.2724,1.09356,1.33836,0.40721,0.36155,0.36997,0.17568,0.28183,3.33026,0.28072,0.003466,0.003466,0.003466
68,2022.62,1.26378,1.09162,1.3348,0.37906,0.38391,0.37067,0.17568,0.27963,3.89628,0.2767,0.003367,0.003367,0.003367
69,2055.71,1.2425,1.02647,1.31512,0.36262,0.41586,0.37,0.17442,0.28209,3.96706,0.27913,0.003268,0.003268,0.003268
70,2081.41,1.22218,1.00339,1.30644,0.44338,0.39825,0.37676,0.17971,0.28524,3.8127,0.27878,0.003169,0.003169,0.003169
71,2114.76,1.24134,1.04144,1.32707,0.37676,0.41921,0.36919,0.17916,0.28313,3.25758,0.27836,0.00307,0.00307,0.00307
72,2147.34,1.21596,1.00476,1.29538,0.32331,0.44869,0.38001,0.17768,0.28354,3.77601,0.28039,0.002971,0.002971,0.002971
73,2172.5,1.20673,1.00084,1.3006,0.40597,0.39394,0.37979,0.18077,0.28421,3.24028,0.28175,0.002872,0.002872,0.002872
74,2204.7,1.18295,0.9914,1.27517,0.32519,0.45065,0.38214,0.18075,0.28577,2.79768,0.28217,0.002773,0.002773,0.002773
75,2230.29,1.16327,0.93142,1.26715,0.40809,0.37364,0.38174,0.1857,0.28504,3.8304,0.28274,0.002674,0.002674,0.002674
76,2261.13,1.20104,0.98398,1.29655,0.40335,0.39394,0.37767,0.1824,0.2841,3.3501,0.28565,0.002575,0.002575,0.002575
77,2289.05,1.1821,0.96115,1.28308,0.36709,0.3937,0.37651,0.18238,0.28953,3.2236,0.28583,0.002476,0.002476,0.002476
78,2319.17,1.17282,0.93765,1.26957,0.37385,0.41343,0.36696,0.17599,0.29254,3.97939,0.28715,0.002377,0.002377,0.002377
79,2349.51,1.15949,0.93046,1.26188,0.50021,0.3555,0.36604,0.17524,0.28715,3.56492,0.28298,0.002278,0.002278,0.002278
80,2378.86,1.1538,0.94915,1.26477,0.45086,0.36961,0.37017,0.17699,0.2826,3.18504,0.2792,0.002179,0.002179,0.002179
81,2404.16,1.12407,0.8974,1.24049,0.35178,0.38964,0.35339,0.16869,0.28282,3.57994,0.27908,0.00208,0.00208,0.00208
82,2429.5,1.12233,0.89093,1.24481,0.43603,0.35028,0.35817,0.16931,0.28086,3.61939,0.27965,0.001981,0.001981,0.001981
83,2454.99,1.12642,0.90618,1.24459,0.46529,0.3434,0.36205,0.1705,0.28244,3.71946,0.27984,0.001882,0.001882,0.001882
84,2480.08,1.10887,0.88942,1.2464,0.46155,0.35943,0.37275,0.17561,0.28454,3.15191,0.28176,0.001783,0.001783,0.001783
85,2505.84,1.1176,0.86513,1.24485,0.4959,0.37389,0.37758,0.17817,0.28217,3.53415,0.28138,0.001684,0.001684,0.001684
86,2533.57,1.11967,0.91129,1.24605,0.48623,0.37943,0.37734,0.17476,0.2816,3.7344,0.28132,0.001585,0.001585,0.001585
87,2559.37,1.08028,0.84695,1.22415,0.45476,0.38362,0.38467,0.17728,0.28544,3.60354,0.28504,0.001486,0.001486,0.001486
88,2585.29,1.07251,0.82662,1.2158,0.51156,0.36961,0.38351,0.17773,0.28758,3.59804,0.28777,0.001387,0.001387,0.001387
89,2618.52,1.06034,0.81481,1.20239,0.48165,0.38587,0.38044,0.17544,0.291,3.6223,0.29057,0.001288,0.001288,0.001288
90,2650.2,1.07019,0.82539,1.21242,0.44807,0.39797,0.38581,0.17912,0.29195,3.64554,0.29185,0.001189,0.001189,0.001189
91,2678.2,0.97158,0.63533,1.18524,0.4777,0.35738,0.386,0.18056,0.29122,3.88279,0.2926,0.00109,0.00109,0.00109
92,2703.67,0.93416,0.62491,1.1562,0.4605,0.35335,0.38897,0.18038,0.29343,3.48466,0.29481,0.000991,0.000991,0.000991
93,2729.11,0.91185,0.57352,1.13262,0.46691,0.34327,0.38613,0.17799,0.2933,3.37869,0.29464,0.000892,0.000892,0.000892
94,2754.49,0.89717,0.54806,1.1257,0.47992,0.33862,0.38695,0.17847,0.29319,3.40729,0.29577,0.000793,0.000793,0.000793
95,2779.47,0.89574,0.56271,1.12816,0.48227,0.33521,0.3849,0.18083,0.29318,3.20803,0.29578,0.000694,0.000694,0.000694
